Data File Name	Doc File	Data File	Date Published
Food Security	FSQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/FSQ_F.htm)	FSQ_F Data [XPT - 3.5 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/FSQ_F.XPT)	March 2013
Health Insurance	HIQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HIQ_F.htm)	HIQ_F Data [XPT - 1.3 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HIQ_F.XPT)	September 2011
Hepatitis C Follow Up	HCQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HCQ_F.htm)	HCQ_F Data [XPT - 37.7 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HCQ_F.XPT)	April 2012
Hospital Utilization & Access to Care	HUQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HUQ_F.htm)	HUQ_F Data [XPT - 825.3 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HUQ_F.XPT)	September 2011
Housing Characteristics	HOQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HOQ_F.htm)	HOQ_F Data [XPT - 578 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HOQ_F.XPT)	September 2012
Immunization	IMQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/IMQ_F.htm)	IMQ_F Data [XPT - 413 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/IMQ_F.XPT)	December 2011
Income	INQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/INQ_F.htm)	INQ_F Data [XPT - 1.2 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/INQ_F.XPT)	March 2013
Kidney Conditions - Urology	KIQ_U_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/KIQ_U_F.htm)	KIQ_U_F Data [XPT - 780.2 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/KIQ_U_F.XPT)	January 2012
Medical Conditions	MCQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/MCQ_F.htm)	MCQ_F Data [XPT - 6.3 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/MCQ_F.XPT)	September 2011
Mental Health - Depression Screener	DPQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DPQ_F.htm)	DPQ_F Data [XPT - 548.8 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DPQ_F.XPT)	September 2011
Occupation	OCQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OCQ_F.htm)	OCQ_F Data [XPT - 1.2 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OCQ_F.XPT)	Updated August 2014
Oral Health	OHQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OHQ_F.htm)	OHQ_F Data [XPT - 366 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OHQ_F.XPT)	April 2012
Osteoporosis	OSQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OSQ_F.htm)	OSQ_F Data [XPT - 4.4 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OSQ_F.XPT)	January 2012
Pesticide Use	PUQMEC_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PUQMEC_F.htm)	PUQMEC_F Data [XPT - 202.6 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PUQMEC_F.XPT)	September 2011
Physical Activity	PAQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PAQ_F.htm)	PAQ_F Data [XPT - 1.6 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PAQ_F.XPT)	September 2011
Physical Functioning	PFQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PFQ_F.htm)	PFQ_F Data [XPT - 2.4 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PFQ_F.XPT)	September 2011
Prescription Medications	RXQ_RX_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RXQ_RX_F.htm)	RXQ_RX_F Data [XPT - 3.2 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RXQ_RX_F.XPT)	May 2012
Prescription Medications - Drug Information	RXQ_DRUG Doc(https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/RXQ_DRUG.htm)	RXQ_DRUG Data [XPT - 2.6 KB](https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/RXQ_DRUG.xpt)	Updated December 2016
Reproductive Health	RHQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RHQ_F.htm)	RHQ_F Data [XPT - 1.7 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RHQ_F.XPT)	Updated December 2017
Respiratory Health	RDQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RDQ_F.htm)	RDQ_F Data [XPT - 1.2 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RDQ_F.XPT)	September 2011
Sexual Behavior	SXQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SXQ_F.htm)	SXQ_F Data [XPT - 2 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SXQ_F.XPT)	November 2011
Sleep Disorders	SLQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SLQ_F.htm)	SLQ_F Data [XPT - 216.6 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SLQ_F.XPT)	January 2012
Smoking - Cigarette Use	SMQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQ_F.htm)	SMQ_F Data [XPT - 2.5 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQ_F.XPT)	Updated May 2015
Smoking - Household Smokers	SMQFAM_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQFAM_F.htm)	SMQFAM_F Data [XPT - 413 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQFAM_F.XPT)	September 2011
Smoking - Recent Tobacco Use	SMQRTU_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQRTU_F.htm)	SMQRTU_F Data [XPT - 1.4 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQRTU_F.XPT)	September 2011
Volatile Toxicant (Subsample)	VTQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/VTQ_F.htm)	VTQ_F Data [XPT - 647.4 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/VTQ_F.XPT)	April 2017
Weight History	WHQ_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/WHQ_F.htm)	WHQ_F Data [XPT - 3.3 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/WHQ_F.XPT)	October 2012
Weight History - Youth	WHQMEC_F Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/WHQMEC_F.htm)	WHQMEC_F Data [XPT - 290.9 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/WHQMEC_F.XPT)	January 2012
