Data File Name	Doc File	Data File	Date Published
Chlamydia - Urine	CHLMDA_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CHLMDA_H.htm)	CHLMDA_H Data [XPT - 35.7 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CHLMDA_H.XPT)	October 2015
Cholesterol - HDL	HDL_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HDL_H.htm)	HDL_H Data [XPT - 195.5 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HDL_H.XPT)	Updated March 2016
Cholesterol - LDL & Triglycerides	TRIGLY_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/TRIGLY_H.htm)	TRIGLY_H Data [XPT - 157.7 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/TRIGLY_H.XPT)	March 2016
Cholesterol - Total	TCHOL_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/TCHOL_H.htm)	TCHOL_H Data [XPT - 195.5 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/TCHOL_H.XPT)	Updated March 2016
Complete Blood Count with 5-part Differential - Whole Blood	CBC_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CBC_H.htm)	CBC_H Data [XPT - 1.5 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CBC_H.XPT)	July 2016
"Copper, Selenium & Zinc - Serum"	CUSEZN_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CUSEZN_H.htm)	CUSEZN_H Data [XPT - 195.7 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CUSEZN_H.XPT)	January 2016
Cotinine and Hydroxycotinine - Serum	COT_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/COT_H.htm)	COT_H Data [XPT - 349.6 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/COT_H.XPT)	October 2017
DEET and Metabolites	DEET_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DEET_H.htm)	DEET_H Data [XPT - 196 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DEET_H.XPT)	March 2017
Fasting Questionnaire	FASTQX_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/FASTQX_H.htm)	FASTQX_H Data [XPT - 1.4 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/FASTQX_H.XPT)	October 2015
Flame Retardant Metabolites - Urine (Surplus)	SSFLRT_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSFLRT_H.htm)	SSFLRT_H Data [XPT - 420 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSFLRT_H.XPT)	July 2017
Fluoride - Plasma	FLDEP_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/FLDEP_H.htm)	FLDEP_H Data [XPT - 43.3 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/FLDEP_H.XPT)	August 2016
Fluoride - Water	FLDEW_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/FLDEW_H.htm)	FLDEW_H Data [XPT - 67 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/FLDEW_H.XPT)	August 2016
Glycohemoglobin	GHB_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/GHB_H.htm)	GHB_H Data [XPT - 110.1 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/GHB_H.XPT)	October 2015
Hepatitis A	HEPA_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEPA_H.htm)	HEPA_H Data [XPT - 144.4 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEPA_H.XPT)	October 2015
"Hepatitis B: core antibody, surface antigen, and Hepatitis D antibody"	HEPBD_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEPBD_H.htm)	HEPBD_H Data [XPT - 260.4 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEPBD_H.XPT)	October 2015
Hepatitis B: Surface Antibody	HEPB_S_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEPB_S_H.htm)	HEPB_S_H Data [XPT - 144.4 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEPB_S_H.XPT)	October 2015
Hepatitis C: Confirmed Antibody (INNO-LIA)	SSHEPC_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSHEPC_H.htm)	SSHEPC_H Data [XPT - 130.6 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSHEPC_H.XPT)	January 2018
Hepatitis C: RNA (HCV-RNA) and Hepatitis C Genotype	HEPC_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEPC_H.htm)	HEPC_H Data [XPT - 195.5 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEPC_H.XPT)	Updated September 2017
Hepatitis E: IgG & IgM Antibodies	HEPE_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEPE_H.htm)	HEPE_H Data [XPT - 195.5 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEPE_H.XPT)	October 2015
Herpes Simplex Virus Type-1 & Type-2	HSV_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HSV_H.htm)	HSV_H Data [XPT - 93.4 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HSV_H.XPT)	October 2015
Heterocyclic Aromatic Amines - Urine	HCAA_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HCAA_H.htm)	HCAA_H Data [XPT - 477.3 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HCAA_H.XPT)	September 2017
Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample	HCAAS_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HCAAS_H.htm)	HCAAS_H Data [XPT - 451.5 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HCAAS_H.XPT)	September 2017
HIV Antibody Test	HIV_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HIV_H.htm)	HIV_H Data [XPT - 65.7 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HIV_H.XPT)	October 2015
Human Papillomavirus (HPV) - Oral Rinse	ORHPV_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ORHPV_H.htm)	ORHPV_H Data [XPT - 1.6 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ORHPV_H.XPT)	October 2016
Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas & Roche Linear Array	HPVSWR_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HPVSWR_H.htm)	HPVSWR_H Data [XPT - 716.6 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HPVSWR_H.XPT)	December 2016
Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	HPVP_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HPVP_H.htm)	HPVP_H Data [XPT - 639 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HPVP_H.XPT)	June 2016
Insulin	INS_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/INS_H.htm)	INS_H Data [XPT - 157.7 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/INS_H.XPT)	April 2016
Iodine - Urine	UIO_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UIO_H.htm)	UIO_H Data [XPT - 87.3 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UIO_H.XPT)	January 2016
Mercury - Urine	UHG_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UHG_H.htm)	UHG_H Data [XPT - 109.1 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UHG_H.XPT)	January 2016
Metals - Urine	UM_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UM_H.htm)	UM_H Data [XPT - 628.9 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UM_H.XPT)	January 2016
Metals - Urine - Special Sample	UMS_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UMS_H.htm)	UMS_H Data [XPT - 594.9 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UMS_H.XPT)	December 2015
Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples	PCBPOL_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PCBPOL_H.htm)	PCBPOL_H Data [XPT - 184.5 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PCBPOL_H.XPT)	May 2018
Oral Glucose Tolerance Test	OGTT_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OGTT_H.htm)	OGTT_H Data [XPT - 275.1 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OGTT_H.XPT)	January 2016
"Perchlorate, Nitrate & Thiocyanate - Urine"	PERNT_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PERNT_H.htm)	PERNT_H Data [XPT - 195.7 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PERNT_H.XPT)	June 2016
"Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample"	PERNTS_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PERNTS_H.htm)	PERNTS_H Data [XPT - 185.2 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PERNTS_H.XPT)	June 2016
Perfluoroalkyl and Polyfluoroalkyl Substances - Linear and Branched PFOS and PFOA Isomers (Surplus)	SSPFAS_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFAS_H.htm)	SSPFAS_H Data [XPT - 171.2 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFAS_H.XPT)	July 2016
Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC)	PFAS_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PFAS_H.htm)	PFAS_H Data [XPT - 332.2 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PFAS_H.XPT)	July 2016
Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age	SSPFAC_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFAC_H.htm)	SSPFAC_H Data [XPT - 154.6 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFAC_H.XPT)	August 2017
Personal Care and Consumer Product Chemicals and Metabolites	EPHPP_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/EPHPP_H.htm)	EPHPP_H Data [XPT - 590.2 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/EPHPP_H.XPT)	Updated September 2016
Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	PSTPOL_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PSTPOL_H.htm)	PSTPOL_H Data [XPT - 64.4 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PSTPOL_H.XPT)	May 2018
Phthalates and Plasticizers Metabolites - Urine	PHTHTE_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PHTHTE_H.htm)	PHTHTE_H Data [XPT - 633.9 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PHTHTE_H.XPT)	December 2016
Phthalates and Plasticizers Metabolites - Urine (Surplus)	SSPHTE_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPHTE_H.htm)	SSPHTE_H Data [XPT - 148.4 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPHTE_H.XPT)	December 2016
Plasma Fasting Glucose	GLU_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/GLU_H.htm)	GLU_H Data [XPT - 157.7 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/GLU_H.XPT)	January 2016
Polycyclic Aromatic Hydrocarbons (PAH) - Urine	PAH_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PAH_H.htm)	PAH_H Data [XPT - 369 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PAH_H.XPT)	December 2016
Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	PAHS_H Doc	PAHS_H Data [XPT - 354.6 KB]	Withdrawn
Pooled-Sample Technical Support File	POOLTF_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/POOLTF_H.htm)	POOLTF_H Data [XPT - 55.5 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/POOLTF_H.XPT)	May 2018
Pregnancy Test - Urine	UCPREG_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UCPREG_H.htm)	UCPREG_H Data [XPT - 20.8 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UCPREG_H.XPT)	October 2015
Standard Biochemistry Profile	BIOPRO_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/BIOPRO_H.htm)	BIOPRO_H Data [XPT - 2 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/BIOPRO_H.XPT)	October 2015
Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA)	TGEMA_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/TGEMA_H.htm)	TGEMA_H Data [XPT - 195.5 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/TGEMA_H.XPT)	October 2015
Toxoplasma gondii Antibody - Serum (Surplus)	SSTOXO_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSTOXO_H.htm)	SSTOXO_H Data [XPT - 207.5 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSTOXO_H.XPT)	Updated June 2017
Trichomonas - Urine	TRICH_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/TRICH_H.htm)	TRICH_H Data [XPT - 65.7 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/TRICH_H.XPT)	December 2016
Urine Flow Rate	UCFLOW_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UCFLOW_H.htm)	UCFLOW_H Data [XPT - 649.8 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UCFLOW_H.XPT)	Updated April 2018
Vitamin B12	VITB12_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/VITB12_H.htm)	VITB12_H Data [XPT - 135.6 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/VITB12_H.XPT)	Updated August 2017
Vitamin D	VID_H Doc(https://wwwn.cdc.gov/nchs/nhanes/vitamind/analyticalnote.aspx?h=/Nchs/Nhanes/2013-2014/VID_H.htm&t=VID_H%20Doc)	VID_H Data [XPT - 664.5 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/VID_H.XPT)	May 2018
Volatile Organic Compounds & Metabolites - Urine	UVOC_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UVOC_H.htm)	UVOC_H Data [XPT - 1.2 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UVOC_H.XPT)	February 2018
Volatile Organic Compounds & Metabolites - Urine	UVOCS_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UVOCS_H.htm)	UVOCS_H Data [XPT - 1.1 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UVOCS_H.XPT)	February 2018
Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample	VOCWBS_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/VOCWBS_H.htm)	VOCWBS_H Data [XPT - 2.6 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/VOCWBS_H.XPT)	Updated December 2017
Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	VOCWB_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/VOCWB_H.htm)	VOCWB_H Data [XPT - 2.1 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/VOCWB_H.XPT)	Updated February 2017
