Data File Name	Doc File	Data File	Date Published
Prostate Conditions	KIQ_P_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/KIQ_P_E.htm)	KIQ_P_E Data [XPT - 403.3 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/KIQ_P_E.XPT)	September 2009
Reproductive Health	RHQ_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/RHQ_E.htm)	RHQ_E Data [XPT - 1.6 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/RHQ_E.XPT)	Updated December 2017
Respiratory Health	RDQ_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/RDQ_E.htm)	RDQ_E Data [XPT - 1.1 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/RDQ_E.XPT)	January 2010
Sexual Behavior	SXQ_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SXQ_E.htm)	SXQ_E Data [XPT - 1 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SXQ_E.XPT)	September 2009
Sleep Disorders	SLQ_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SLQ_E.htm)	SLQ_E Data [XPT - 1.4 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SLQ_E.XPT)	October 2009
Smoking - Cigarette Use	SMQ_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SMQ_E.htm)	SMQ_E Data [XPT - 2.3 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SMQ_E.XPT)	Updated May 2015
Smoking - Household Smokers	SMQFAM_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SMQFAM_E.htm)	SMQFAM_E Data [XPT - 397.9 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SMQFAM_E.XPT)	September 2009
Smoking - Recent Tobacco Use	SMQRTU_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SMQRTU_E.htm)	SMQRTU_E Data [XPT - 1.3 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SMQRTU_E.XPT)	September 2009
Social Support	SSQ_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SSQ_E.htm)	SSQ_E Data [XPT - 664 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SSQ_E.XPT)	September 2009
Vision	VIQ_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/VIQ_E.htm)	VIQ_E Data [XPT - 1012 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/VIQ_E.XPT)	September 2009
Weight History	WHQ_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/WHQ_E.htm)	WHQ_E Data [XPT - 2.9 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/WHQ_E.XPT)	September 2009
Weight History - Youth	WHQMEC_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/WHQMEC_E.htm)	WHQMEC_E Data [XPT - 282.9 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/WHQMEC_E.XPT)	September 2009
