Data File Name	Doc File	Data File	Date Published
"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  Pooled Samples"	DOXPOL_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/DOXPOL_E.htm)	DOXPOL_E Data [XPT - 145.9 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/DOXPOL_E.XPT)	Updated March 2018
Polyfluoroalkyl Chemicals	PFC_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PFC_E.htm)	PFC_E Data [XPT - 470.3 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PFC_E.XPT)	Updated October 2013
Pregnancy Test - Urine	UCPREG_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UCPREG_E.htm)	UCPREG_E Data [XPT - 19.5 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UCPREG_E.XPT)	September 2009
Prostate Specific Antigen (PSA)	PSA_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PSA_E.htm)	PSA_E Data [XPT - 239.5 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PSA_E.XPT)	September 2009
"Pyrethroids, Herbicides, & OP Metabolites - Urine"	UPHOPM_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UPHOPM_E.htm)	UPHOPM_E Data [XPT - 488 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UPHOPM_E.XPT)	September 2013
Serum Folate Forms	FOLFMS_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/FOLFMS_E.htm)	FOLFMS_E Data [XPT - 98.8 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/FOLFMS_E.XPT)	May 2014
Standard Biochemistry Profile	BIOPRO_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/BIOPRO_E.htm)	BIOPRO_E Data [XPT - 2 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/BIOPRO_E.XPT)	Updated June 2010
Thyroid Profile	THYROD_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/THYROD_E.htm)	THYROD_E Data [XPT - 705.1 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/THYROD_E.XPT)	Updated October 2015
Transferrin Receptor	TFR_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/TFR_E.htm)	TFR_E Data [XPT - 50.7 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/TFR_E.XPT)	September 2009
Urine Specific Gravity Measurement (Surplus)	SSUSG_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SSUSG_E.htm)	SSUSG_E Data [XPT - 116.8 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SSUSG_E.XPT)	April 2011
Vitamin B6	VIT_B6_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/VIT_B6_E.htm)	VIT_B6_E Data [XPT - 219.4 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/VIT_B6_E.XPT)	March 2014
Vitamin D	VID_E Doc(https://wwwn.cdc.gov/nchs/nhanes/vitamind/analyticalnote.aspx?h=/Nchs/Nhanes/2007-2008/VID_E.htm&t=VID_E%20Doc)	VID_E Data [XPT - 656.4 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/VID_E.XPT)	October 2015
Volatile Organic Compounds - Blood & Related Questionnaire Items	VOCWB_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/VOCWB_E.htm)	VOCWB_E Data [XPT - 2.3 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/VOCWB_E.XPT)	May 2016
Volatile Organic Compounds - Trihalomethanes/MTBE/Nitromethane - Blood	VOCMWB_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/VOCMWB_E.htm)	VOCMWB_E Data [XPT - 912.5 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/VOCMWB_E.XPT)	May 2016
Volatile Organic Compounds - Water & Related Questionnaire Items	VOC_E Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/VOC_E.htm)	VOC_E Data [XPT - 885.7 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/VOC_E.XPT)	February 2015
