Data File Name	Doc File	Data File	Date Published
Prescription Medications	RXQ_RX_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RXQ_RX_H.htm)	RXQ_RX_H Data [XPT - 9.4 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RXQ_RX_H.XPT)	December 2016
Prescription Medications - Drug Information	RXQ_DRUG Doc(https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/RXQ_DRUG.htm)	RXQ_DRUG Data [XPT - 2.6 KB](https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/RXQ_DRUG.xpt)	Updated December 2016
Preventive Aspirin Use	RXQASA_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RXQASA_H.htm)	RXQASA_H Data [XPT - 240.2 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RXQASA_H.XPT)	December 2016
Reproductive Health	RHQ_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RHQ_H.htm)	RHQ_H Data [XPT - 1.3 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RHQ_H.XPT)	Updated December 2017
Sexual Behavior	SXQ_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SXQ_H.htm)	SXQ_H Data [XPT - 1.9 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SXQ_H.XPT)	October 2015
Sleep Disorders	SLQ_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SLQ_H.htm)	SLQ_H Data [XPT - 203.3 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SLQ_H.XPT)	February 2016
Smoking - Cigarette Use	SMQ_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQ_H.htm)	SMQ_H Data [XPT - 2.1 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQ_H.XPT)	Updated September 2016
Smoking - Household Smokers	SMQFAM_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQFAM_H.htm)	SMQFAM_H Data [XPT - 319.2 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQFAM_H.XPT)	October 2015
Smoking - Recent Tobacco Use	SMQRTU_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQRTU_H.htm)	SMQRTU_H Data [XPT - 1.5 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQRTU_H.XPT)	Updated February 2018
Smoking - Secondhand Smoke Exposure	SMQSHS_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQSHS_H.htm)	SMQSHS_H Data [XPT - 1.1 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQSHS_H.XPT)	October 2015
Taste & Smell	CSQ_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CSQ_H.htm)	CSQ_H Data [XPT - 1.1 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CSQ_H.XPT)	Updated March 2016
Volatile Toxicant (Subsample)	VTQ_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/VTQ_H.htm)	VTQ_H Data [XPT - 658.2 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/VTQ_H.XPT)	February 2017
Weight History	WHQ_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/WHQ_H.htm)	WHQ_H Data [XPT - 1.7 MB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/WHQ_H.XPT)	March 2016
Weight History - Youth	WHQMEC_H Doc(https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/WHQMEC_H.htm)	WHQMEC_H Data [XPT - 49.8 KB](https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/WHQMEC_H.XPT)	March 2016
